"DR_NO","DATETIME","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","LAT","LON","Location","CALOSA7URN","Gas.Price","temp","visibility","precip","sunrise","sunset","conditions","description","distance_to_center"
210122819,"2021-12-26 17:30",1,"Central",129,1,210,"ROBBERY","1822 0342 0416 0417 0344",39,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0511,-118.238,"ALAMEDA TEMPLE",6,4.809,10.7,15.3,0.672,"06:57","16:50","Rain","Clear conditions throughout the day with early morning rain.",539.166795132704
210122881,"2021-12-27 06:00",1,"Central",111,1,220,"ATTEMPTED ROBBERY","0416 1822 2004 1218",53,"F","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0581,-118.2371,"ALAMEDA CESAR E CHAVEZ AV",6,4.809,9.6,14.5,0.818,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with rain.",891.560167829628
210122833,"2021-12-27 08:15",1,"Central",119,2,437,"RESISTING ARREST","0910 2004",0,"X","X",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0561,-118.2375,"800 N ALAMEDA ST ",6,4.809,9.6,14.5,0.818,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with rain.",714.355096941368
210122840,"2021-12-27 15:50",1,"Central",128,1,210,"ROBBERY","0104 0334 0945 1822",22,"M","H",406,"OTHER STORE",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0498,-118.24,"400 E 2ND ST ",6,4.809,9.6,14.5,0.818,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with rain.",434.587361731612
210122866,"2021-12-27 18:00",1,"Central",157,1,210,"ROBBERY","0416 0344 1817 0913 2004",28,"M","W",102,"SIDEWALK",304,"CLUB/BAT",34.0442,-118.2439,"5TH SAN PEDRO",6,4.809,9.6,14.5,0.818,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with rain.",894.676019499809
210122911,"2021-12-28 10:30",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","1822 2004 0416 0429",52,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0449,-118.2458,"5TH WALL",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",839.551061401153
210122910,"2021-12-28 10:30",1,"Central",156,2,623,"BATTERY POLICE (SIMPLE)","1212 0917 1822 2004 0416",0,"X","X",726,"POLICE FACILITY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0449,-118.2458,"5TH WALL",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",839.551061401153
210122899,"2021-12-28 12:30",1,"Central",145,2,624,"BATTERY - SIMPLE ASSAULT","0361 1822 0416",81,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0471,-118.2474,"100 E 5TH ST ",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",666.551514951763
210122906,"2021-12-28 13:10",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1307 0416 0329 1822 0431",27,"M","H",101,"STREET",512,"MACE/PEPPER SPRAY",34.0446,-118.249,"6TH LOS ANGELES",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",981.263899130815
210122927,"2021-12-28 17:00",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","1218 1822 0910 0416",67,"M","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",714.355096941368
210122934,"2021-12-28 18:00",1,"Central",148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1822 1218 2033",0,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0435,-118.2427,"5TH TOWNE",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",976.593716798603
210122929,"2021-12-28 18:00",1,"Central",148,2,624,"BATTERY - SIMPLE ASSAULT","0400 1822",57,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0435,-118.2427,"5TH TOWNE",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",976.593716798603
210122909,"2021-12-28 19:18",1,"Central",138,1,761,"BRANDISH WEAPON","1218 2004 2060 1822 0345 1008 0334 0432",55,"F","W",102,"SIDEWALK",113,"SIMULATED GUN",34.0456,-118.2381,"3RD ALAMEDA",6,4.809,9.5,15.2,0.017,"06:57","16:51","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",900.393095345979
210122939,"2021-12-29 13:25",1,"Central",139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0334 0302 1402 2004",42,"M","H",101,"STREET",112,"TOY GUN",34.0484,-118.2339,"1ST ST VIGNES",6,4.809,9.8,11.8,39.57,"06:58","16:52","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",998.214137765745
210122970,"2021-12-29 18:30",1,"Central",164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1822 0411 2004",43,"M","H",101,"STREET",205,"KITCHEN KNIFE",34.0453,-118.2499,"600 S MAIN ST ",6,4.809,9.8,11.8,39.57,"06:58","16:52","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",961.665962659669
210122993,"2021-12-30 03:00",1,"Central",157,2,624,"BATTERY - SIMPLE ASSAULT","0416 1822",52,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0435,-118.2427,"5TH CROCKER",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",976.593716798603
210122994,"2021-12-30 09:30",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0910 0416",25,"F","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",714.355096941368
210123019,"2021-12-30 10:40",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT","0910 1822 2004 0416 0447 0917",31,"M","H",902,"MTA - RED LINE - PERSHING SQUARE",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0486,-118.2519,"500 S HILL ST ",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",859.139934359443
210123020,"2021-12-30 10:40",1,"Central",153,2,625,"OTHER ASSAULT","1822 2004 0917 0910",29,"F","B",902,"MTA - RED LINE - PERSHING SQUARE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0486,-118.2519,"500 S HILL ST ",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",859.139934359443
210123025,"2021-12-30 18:30",1,"Central",154,1,761,"BRANDISH WEAPON","1402 0917 1266 1822 2004 0334",25,"M","H",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS",215,"MACHETE",34.046,-118.2493,"500 S LOS ANGELES ST ",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",866.113077327793
210123030,"2021-12-30 21:00",1,"Central",154,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2000 0421 0913 1814 1218 2004 1601",32,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0467,-118.2485,"100 W 5TH ST ",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",759.631990846876
210123029,"2021-12-30 21:40",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1822 0400",41,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.046,-118.251,"6TH SPRING",6,4.809,11.7,8.2,69.6,"06:58","16:53","Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.",968.094581681137
210123036,"2021-12-31 08:40",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0417 1822",39,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6,4.809,11.6,15.4,0,"06:58","16:54","Partially cloudy","Becoming cloudy in the afternoon.",714.355096941368
210123039,"2021-12-31 09:30",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT","0416",67,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.252,"6TH ST LOS ANGELES",6,4.809,11.6,15.4,0,"06:58","16:54","Partially cloudy","Becoming cloudy in the afternoon.",983.923958774311
210123042,"2021-12-31 10:45",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0910 0416 1822 2052 2050",0,"M","H",915,"MTA - PURPLE LINE - UNION STATION",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6,4.809,11.6,15.4,0,"06:58","16:54","Partially cloudy","Becoming cloudy in the afternoon.",714.355096941368
220104022,"2021-12-31 21:40",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0202 0319 0416 0910 1822",51,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6,4.809,11.6,15.4,0,"06:58","16:54","Partially cloudy","Becoming cloudy in the afternoon.",714.355096941368
220104045,"2022-01-01 00:30",1,"Central",164,1,210,"ROBBERY","1822 0448 0344 0400 0429",24,"F","W",735,"NIGHT CLUB (OPEN EVENINGS ONLY)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.251,"600 S SPRING ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",968.094581681137
220104254,"2022-01-01 01:00",1,"Central",142,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0305 0444 0429 1202",61,"M","W",702,"OFFICE BUILDING/OFFICE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0519,-118.2531,"600 W 5TH ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",869.343631228962
220104062,"2022-01-01 02:00",1,"Central",134,1,210,"ROBBERY","0910 1822 0337 0344",51,"M","H",124,"BUS STOP",500,"UNKNOWN WEAPON/OTHER WEAPON",34.051,-118.248,"3RD ST BROADWAY",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",421.23172774309
220100501,"2022-01-01 02:25",1,"Central",153,1,210,"ROBBERY","0334 0344 1100 1309 1402 1822 0450 0355",34,"M","H",102,"SIDEWALK",109,"SEMI-AUTOMATIC PISTOL",34.0467,-118.252,"600 S SPRING ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",983.923958774311
220104068,"2022-01-01 05:00",1,"Central",119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0910 0344 2034 1822",19,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",714.355096941368
220112169,"2022-01-01 13:00",1,"Central",154,1,210,"ROBBERY","1822 0416 0429 0344",58,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0467,-118.2485,"100 W 5TH ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",759.631990846876
220104046,"2022-01-01 15:15",1,"Central",138,2,624,"BATTERY - SIMPLE ASSAULT","1822 2003 0400 0448 0416 2004",40,"M","H",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0475,-118.239,"400 E 2ND ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",681.466416821371
220104042,"2022-01-01 16:10",1,"Central",164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0906 1822 2004 0334 0400",22,"M","H",102,"SIDEWALK",207,"OTHER KNIFE",34.046,-118.251,"600 S SPRING ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",968.094581681137
220104049,"2022-01-01 16:30",1,"Central",119,2,625,"OTHER ASSAULT","0356 2004 0910",27,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",714.355096941368
220104071,"2022-01-01 21:40",1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1266 2004 0334 0421 1822",61,"M","B",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS",34.0437,-118.2455,"500 S SAN PEDRO ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",964.779674721722
220104072,"2022-01-01 22:38",1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 2004 1268 0334 0416 0421 0603 0913 1402",42,"F","W",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS",308,"STICK",34.0446,-118.245,"500 SAN JULIAN ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",858.561165993895
220104064,"2022-01-01 23:15",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT","0910 1822 0416 0429",39,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0481,-118.2507,"300 W 5TH ST ",6.5,4.82,11.4,15.5,0,"06:58","16:54","Partially cloudy","Clearing in the afternoon.",794.199434130006
220104060,"2022-01-02 00:40",1,"Central",138,2,624,"BATTERY - SIMPLE ASSAULT","0416 1218 2004",61,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0476,-118.2449,"BOYD LOS ANGELES ST",6.5,4.82,11.2,16,0,"06:58","16:55","Clear","Clear conditions throughout the day.",528.034538503488
220104090,"2022-01-02 03:45",1,"Central",134,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0444 2000",32,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.051,-118.248,"300 W 3RD ST ",6.5,4.82,11.2,16,0,"06:58","16:55","Clear","Clear conditions throughout the day.",421.23172774309
220104091,"2022-01-02 10:00",1,"Central",148,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1813 0329 2000 0444 0913 1821",53,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0449,-118.2415,"500 E 4TH ST ",6.5,4.82,11.2,16,0,"06:58","16:55","Clear","Clear conditions throughout the day.",840.987733380721
220104145,"2022-01-02 13:00",1,"Central",142,2,624,"BATTERY - SIMPLE ASSAULT","0416 1822 2004",46,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0505,-118.2509,"4TH HILL",6.5,4.82,11.2,16,0,"06:58","16:55","Clear","Clear conditions throughout the day.",693.093842447188
220104085,"2022-01-02 14:30",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT","0416 2033 1822",52,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,"500 S HILL ST ",6.5,4.82,11.2,16,0,"06:58","16:55","Clear","Clear conditions throughout the day.",840.655989932911
220100502,"2022-01-02 21:05",1,"Central",144,1,210,"ROBBERY","0344 0444 0345 0325 1822 1402 0945",35,"M","B",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2483,"400 S SPRING ST ",6.5,4.82,11.2,16,0,"06:58","16:55","Clear","Clear conditions throughout the day.",572.325354629205
220104179,"2022-01-03 09:00",1,"Central",152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 2004 0431 0910 1414 1218",30,"F","B",902,"MTA - RED LINE - PERSHING SQUARE",512,"MACE/PEPPER SPRAY",34.0495,-118.2528,"500 S OLIVE ST ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",894.306563927795
220104153,"2022-01-03 09:30",1,"Central",153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 0917 1266 0334 0445",30,"M","W",102,"SIDEWALK",207,"OTHER KNIFE",34.0466,-118.252,"600 S BROADWAY ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",990.93337166998
220104136,"2022-01-03 10:00",1,"Central",148,2,624,"BATTERY - SIMPLE ASSAULT","0416",68,"M","B",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0449,-118.2415,"500 E 4TH ST ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",840.987733380721
220104172,"2022-01-03 14:00",1,"Central",111,1,761,"BRANDISH WEAPON","0334 0432 1822 1278 0319 0443",37,"M","B",102,"SIDEWALK",205,"KITCHEN KNIFE",34.0606,-118.2446,"BUNKER HILL AV CESAR E CHAVEZ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",935.020127698366
220104161,"2022-01-03 15:30",1,"Central",145,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1218 2004 2000 0913 1813 1814 0444 0416 2034 2033",51,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0471,-118.2474,"100 E 5TH ST ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",666.551514951763
220104181,"2022-01-03 15:45",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","0416",22,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.2493,"100 E 6TH ST ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",866.113077327793
220104182,"2022-01-03 15:45",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","0416",24,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.2493,"100 E 6TH ST ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",866.113077327793
220104185,"2022-01-03 16:10",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","2004 0416 0910",58,"F","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",714.355096941368
220104190,"2022-01-03 19:00",1,"Central",155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 2004 0416 1281 0302 0371 1414 1218 0421",46,"M","B",102,"SIDEWALK",102,"HAND GUN",34.0449,-118.2458,"5TH WALL",6.5,4.82,10.8,16,0,"06:59","16:56","Clear","Clear conditions throughout the day.",839.551061401153
220104177,"2022-01-04 01:50",1,"Central",134,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1234 1266 0416 1822 1309 1420",62,"M","H",207,"BAR/COCKTAIL/NIGHTCLUB",221,"GLASS",34.0516,-118.2491,"300 S HILL ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",504.594372481428
220104204,"2022-01-04 06:50",1,"Central",119,2,623,"BATTERY POLICE (SIMPLE)","0910 2004 0416 0447 1822 1212",0,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",714.355096941368
220104205,"2022-01-04 06:50",1,"Central",119,2,623,"BATTERY POLICE (SIMPLE)","0910 2004 0416 0447 1822 1212",0,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",714.355096941368
220104203,"2022-01-04 06:50",1,"Central",119,2,623,"BATTERY POLICE (SIMPLE)","2004 0416 0447 1822 1212 0917 0910 1414",0,"M","O",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",714.355096941368
220104208,"2022-01-04 06:50",1,"Central",119,2,623,"BATTERY POLICE (SIMPLE)","0416 0447 1212 1822 2004 0917 0910",0,"X","X",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",714.355096941368
220104210,"2022-01-04 08:00",1,"Central",111,2,625,"OTHER ASSAULT","0416 2004 1822",0,"X","X",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0607,-118.2405,"700 N HILL ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",986.986310079998
220104245,"2022-01-04 15:10",1,"Central",156,1,761,"BRANDISH WEAPON","0913 0603 0361 0334 0319 0421 1218 2004",34,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,"OTHER KNIFE",34.0446,-118.245,"500 SAN JULIAN ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",858.561165993895
220104261,"2022-01-04 16:00",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0202 0416 0444 0603",36,"M","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0437,-118.2455,"500 S SAN PEDRO ST ",6.5,4.82,10.6,15.7,0,"06:59","16:57","Clear","Clear conditions throughout the day.",964.779674721722
220104299,"2022-01-05 10:30",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0419",47,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.245,"500 SAN JULIAN ST ",6.5,4.82,12.5,12.6,0,"06:59","16:57","Clear","Clear conditions throughout the day.",858.561165993895
220104313,"2022-01-05 16:00",1,"Central",142,2,624,"BATTERY - SIMPLE ASSAULT","0356 1266 1822 0416",35,"M","H",702,"OFFICE BUILDING/OFFICE",500,"UNKNOWN WEAPON/OTHER WEAPON",34.053,-118.2512,"300 S GRAND AV ",6.5,4.82,12.5,12.6,0,"06:59","16:57","Clear","Clear conditions throughout the day.",698.509762998311
220104307,"2022-01-06 02:45",1,"Central",135,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 0906 0411 1218 1822 0371 1414",58,"M","B",102,"SIDEWALK",223,"UNKNOWN TYPE CUTTING INSTRUMENT",34.0495,-118.2459,"MAIN 3RD",6.5,4.82,13.4,12.8,0,"06:59","16:58","Clear","Clear conditions throughout the day.",366.752271330426
220104357,"2022-01-06 09:00",1,"Central",153,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0444 1814 2000 0913 1912",28,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.252,"500 S SPRING ST ",6.5,4.82,13.4,12.8,0,"06:59","16:58","Clear","Clear conditions throughout the day.",983.923958774311
220104338,"2022-01-06 09:10",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0416 0910 1822",26,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,13.4,12.8,0,"06:59","16:58","Clear","Clear conditions throughout the day.",714.355096941368
220104337,"2022-01-06 09:10",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0416 0910 1266 1402",44,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",6.5,4.82,13.4,12.8,0,"06:59","16:58","Clear","Clear conditions throughout the day.",714.355096941368
220104622,"2022-01-06 14:30",1,"Central",111,2,624,"BATTERY - SIMPLE ASSAULT","0917 1266 1822 0444",49,"M","W",738,"LIBRARY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0591,-118.2412,"600 N HILL ST ",6.5,4.82,13.4,12.8,0,"06:59","16:58","Clear","Clear conditions throughout the day.",797.781771886951
220104350,"2022-01-06 15:00",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0603 0431 1218 2004 0913",59,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.2493,"500 S LOS ANGELES ST ",6.5,4.82,13.4,12.8,0,"06:59","16:58","Clear","Clear conditions throughout the day.",866.113077327793
